Area Unit,Area Unit Code,Census Year,Measure,Sex,Value,Value Unit,Value Label,Null Reason
Opua East,Opua East,2006,Census night population count,Total people,402,number,Number of people,
Opua East,Opua East,2013,Census night population count,Total people,309,number,Number of people,
Opua East,Opua East,2001,Sex for the census usually resident population count,Male,171,number,Number of people,
Opua East,Opua East,2001,Sex for the census usually resident population count,Female,171,number,Number of people,
Opua East,Opua East,2001,Sex for the census usually resident population count,Total people,342,number,Number of people,
Opua East,Opua East,2006,Sex for the census usually resident population count,Male,168,number,Number of people,
Opua East,Opua East,2006,Sex for the census usually resident population count,Female,186,number,Number of people,
Opua East,Opua East,2006,Sex for the census usually resident population count,Total people,354,number,Number of people,
Opua East,Opua East,2013,Sex for the census usually resident population count,Male,144,number,Number of people,
Opua East,Opua East,2013,Sex for the census usually resident population count,Female,147,number,Number of people,
Opua East,Opua East,2013,Sex for the census usually resident population count,Total people,291,number,Number of people,
Kawakawa,Kawakawa,2001,Census usually resident population count,Total people,1401,number,Number of people,
Kawakawa,Kawakawa,2006,Census usually resident population count,Total people,1350,number,Number of people,
Kawakawa,Kawakawa,2013,Census usually resident population count,Total people,1221,number,Number of people,
Kawakawa,Kawakawa,2001,Census night population count,Total people,1380,number,Number of people,
Kawakawa,Kawakawa,2006,Census night population count,Total people,1296,number,Number of people,
Kawakawa,Kawakawa,2013,Census night population count,Total people,1212,number,Number of people,
Kawakawa,Kawakawa,2001,Sex for the census usually resident population count,Male,672,number,Number of people,
Kawakawa,Kawakawa,2001,Sex for the census usually resident population count,Female,729,number,Number of people,
Kawakawa,Kawakawa,2001,Sex for the census usually resident population count,Total people,1401,number,Number of people,
Kawakawa,Kawakawa,2006,Sex for the census usually resident population count,Male,648,number,Number of people,
Kawakawa,Kawakawa,2006,Sex for the census usually resident population count,Female,702,number,Number of people,
Kawakawa,Kawakawa,2006,Sex for the census usually resident population count,Total people,1350,number,Number of people,
Kawakawa,Kawakawa,2013,Sex for the census usually resident population count,Male,588,number,Number of people,
Kawakawa,Kawakawa,2013,Sex for the census usually resident population count,Female,633,number,Number of people,
Kawakawa,Kawakawa,2013,Sex for the census usually resident population count,Total people,1221,number,Number of people,
Moerewa,Moerewa,2001,Census usually resident population count,Total people,1662,number,Number of people,
Moerewa,Moerewa,2006,Census usually resident population count,Total people,1536,number,Number of people,
Moerewa,Moerewa,2013,Census usually resident population count,Total people,1434,number,Number of people,
Moerewa,Moerewa,2001,Census night population count,Total people,1635,number,Number of people,
Moerewa,Moerewa,2006,Census night population count,Total people,1545,number,Number of people,
Moerewa,Moerewa,2013,Census night population count,Total people,1404,number,Number of people,
Moerewa,Moerewa,2001,Sex for the census usually resident population count,Male,822,number,Number of people,
Moerewa,Moerewa,2001,Sex for the census usually resident population count,Female,843,number,Number of people,
Moerewa,Moerewa,2001,Sex for the census usually resident population count,Total people,1659,number,Number of people,
Moerewa,Moerewa,2006,Sex for the census usually resident population count,Male,747,number,Number of people,
Moerewa,Moerewa,2006,Sex for the census usually resident population count,Female,786,number,Number of people,
Moerewa,Moerewa,2006,Sex for the census usually resident population count,Total people,1536,number,Number of people,
Moerewa,Moerewa,2013,Sex for the census usually resident population count,Male,684,number,Number of people,
Moerewa,Moerewa,2013,Sex for the census usually resident population count,Female,747,number,Number of people,
Moerewa,Moerewa,2013,Sex for the census usually resident population count,Total people,1434,number,Number of people,
Opua West,Opua West,2001,Census usually resident population count,Total people,210,number,Number of people,
Opua West,Opua West,2006,Census usually resident population count,Total people,258,number,Number of people,
Opua West,Opua West,2013,Census usually resident population count,Total people,255,number,Number of people,
Opua West,Opua West,2001,Census night population count,Total people,225,number,Number of people,
Opua West,Opua West,2006,Census night population count,Total people,276,number,Number of people,
Opua West,Opua West,2013,Census night population count,Total people,276,number,Number of people,
Opua West,Opua West,2001,Sex for the census usually resident population count,Male,114,number,Number of people,
Opua West,Opua West,2001,Sex for the census usually resident population count,Female,99,number,Number of people,
Opua West,Opua West,2001,Sex for the census usually resident population count,Total people,210,number,Number of people,
Opua West,Opua West,2006,Sex for the census usually resident population count,Male,141,number,Number of people,
Opua West,Opua West,2006,Sex for the census usually resident population count,Female,117,number,Number of people,
Opua West,Opua West,2006,Sex for the census usually resident population count,Total people,258,number,Number of people,
Opua West,Opua West,2013,Sex for the census usually resident population count,Male,132,number,Number of people,
Opua West,Opua West,2013,Sex for the census usually resident population count,Female,123,number,Number of people,
Opua West,Opua West,2013,Sex for the census usually resident population count,Total people,255,number,Number of people,
Bay of Islands,Bay of Islands,2001,Census usually resident population count,Total people,36,number,Number of people,
Bay of Islands,Bay of Islands,2006,Census usually resident population count,Total people,18,number,Number of people,
Bay of Islands,Bay of Islands,2013,Census usually resident population count,Total people,6,number,Number of people,
Bay of Islands,Bay of Islands,2001,Census night population count,Total people,60,number,Number of people,
Bay of Islands,Bay of Islands,2006,Census night population count,Total people,30,number,Number of people,
Bay of Islands,Bay of Islands,2013,Census night population count,Total people,12,number,Number of people,
Bay of Islands,Bay of Islands,2001,Sex for the census usually resident population count,Male,12,number,Number of people,
Bay of Islands,Bay of Islands,2001,Sex for the census usually resident population count,Female,21,number,Number of people,
Bay of Islands,Bay of Islands,2001,Sex for the census usually resident population count,Total people,33,number,Number of people,
Bay of Islands,Bay of Islands,2006,Sex for the census usually resident population count,Male,6,number,Number of people,
Bay of Islands,Bay of Islands,2006,Sex for the census usually resident population count,Female,12,number,Number of people,
Bay of Islands,Bay of Islands,2006,Sex for the census usually resident population count,Total people,18,number,Number of people,
